"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 113 EnsDb for Neolamprologus brichardi","Gene and protein annotations for Neolamprologus brichardi based on Ensembl version 113.","3.20","NeoBri1.0","ensembl","http://www.ensembl.org","113","Neolamprologus brichardi","32507",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nbrichardi.v113.sqlite","EnsDb.Nbrichardi.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Notamacropus eugenii","Gene and protein annotations for Notamacropus eugenii based on Ensembl version 113.","3.20","Meug_1.0","ensembl","http://www.ensembl.org","113","Notamacropus eugenii","9315",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Neugenii.v113.sqlite","EnsDb.Neugenii.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Nothobranchius furzeri","Gene and protein annotations for Nothobranchius furzeri based on Ensembl version 113.","3.20","Nfu_20140520","ensembl","http://www.ensembl.org","113","Nothobranchius furzeri","105023",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nfurzeri.v113.sqlite","EnsDb.Nfurzeri.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Nannospalax galili","Gene and protein annotations for Nannospalax galili based on Ensembl version 113.","3.20","S.galili_v1.0","ensembl","http://www.ensembl.org","113","Nannospalax galili","1026970",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ngalili.v113.sqlite","EnsDb.Ngalili.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Nomascus leucogenys","Gene and protein annotations for Nomascus leucogenys based on Ensembl version 113.","3.20","Nleu_3.0","ensembl","http://www.ensembl.org","113","Nomascus leucogenys","61853",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nleucogenys.v113.sqlite","EnsDb.Nleucogenys.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Neogobius melanostomus","Gene and protein annotations for Neogobius melanostomus based on Ensembl version 113.","3.20","RGoby_Basel_V2","ensembl","http://www.ensembl.org","113","Neogobius melanostomus","47308",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nmelanostomus.v113.sqlite","EnsDb.Nmelanostomus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Numida meleagris","Gene and protein annotations for Numida meleagris based on Ensembl version 113.","3.20","NumMel1.0","ensembl","http://www.ensembl.org","113","Numida meleagris","8996",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nmeleagris.v113.sqlite","EnsDb.Nmeleagris.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Naja naja","Gene and protein annotations for Naja naja based on Ensembl version 113.","3.20","Nana_v5","ensembl","http://www.ensembl.org","113","Naja naja","35670",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nnaja.v113.sqlite","EnsDb.Nnaja.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Nothoprocta perdicaria","Gene and protein annotations for Nothoprocta perdicaria based on Ensembl version 113.","3.20","notPer1","ensembl","http://www.ensembl.org","113","Nothoprocta perdicaria","30464",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nperdicaria.v113.sqlite","EnsDb.Nperdicaria.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Notechis scutatus","Gene and protein annotations for Notechis scutatus based on Ensembl version 113.","3.20","TS10Xv2-PRI","ensembl","http://www.ensembl.org","113","Notechis scutatus","8663",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nscutatus.v113.sqlite","EnsDb.Nscutatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Neovison vison","Gene and protein annotations for Neovison vison based on Ensembl version 113.","3.20","NNQGG.v01","ensembl","http://www.ensembl.org","113","Neovison vison","452646",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Nvison.v113.sqlite","EnsDb.Nvison.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ornithorhynchus anatinus","Gene and protein annotations for Ornithorhynchus anatinus based on Ensembl version 113.","3.20","mOrnAna1.p.v1","ensembl","http://www.ensembl.org","113","Ornithorhynchus anatinus","9258",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Oanatinus.v113.sqlite","EnsDb.Oanatinus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ovis aries","Gene and protein annotations for Ovis aries based on Ensembl version 113.","3.20","ARS-UI_Ramb_v2.0","ensembl","http://www.ensembl.org","113","Ovis aries","9940",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Oaries_rambouillet.v113.sqlite","EnsDb.Oaries_rambouillet.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oreochromis aureus","Gene and protein annotations for Oreochromis aureus based on Ensembl version 113.","3.20","ZZ_aureus","ensembl","http://www.ensembl.org","113","Oreochromis aureus","47969",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Oaureus.v113.sqlite","EnsDb.Oaureus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryctolagus cuniculus","Gene and protein annotations for Oryctolagus cuniculus based on Ensembl version 113.","3.20","OryCun2.0","ensembl","http://www.ensembl.org","113","Oryctolagus cuniculus","9986",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ocuniculus.v113.sqlite","EnsDb.Ocuniculus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Octodon degus","Gene and protein annotations for Octodon degus based on Ensembl version 113.","3.20","OctDeg1.0","ensembl","http://www.ensembl.org","113","Octodon degus","10160",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Odegus.v113.sqlite","EnsDb.Odegus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Otolemur garnettii","Gene and protein annotations for Otolemur garnettii based on Ensembl version 113.","3.20","OtoGar3","ensembl","http://www.ensembl.org","113","Otolemur garnettii","30611",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ogarnettii.v113.sqlite","EnsDb.Ogarnettii.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryzias javanicus","Gene and protein annotations for Oryzias javanicus based on Ensembl version 113.","3.20","OJAV_1.1","ensembl","http://www.ensembl.org","113","Oryzias javanicus","123683",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ojavanicus.v113.sqlite","EnsDb.Ojavanicus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oncorhynchus kisutch","Gene and protein annotations for Oncorhynchus kisutch based on Ensembl version 113.","3.20","Okis_V2","ensembl","http://www.ensembl.org","113","Oncorhynchus kisutch","8019",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Okisutch.v113.sqlite","EnsDb.Okisutch.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryzias latipes","Gene and protein annotations for Oryzias latipes based on Ensembl version 113.","3.20","ASM223471v1","ensembl","http://www.ensembl.org","113","Oryzias latipes","8090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Olatipes_hni.v113.sqlite","EnsDb.Olatipes_hni.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryzias latipes","Gene and protein annotations for Oryzias latipes based on Ensembl version 113.","3.20","ASM223469v1","ensembl","http://www.ensembl.org","113","Oryzias latipes","8090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Olatipes_hsok.v113.sqlite","EnsDb.Olatipes_hsok.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryzias latipes","Gene and protein annotations for Oryzias latipes based on Ensembl version 113.","3.20","ASM223467v1","ensembl","http://www.ensembl.org","113","Oryzias latipes","8090",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Olatipes.v113.sqlite","EnsDb.Olatipes.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryzias melastigma","Gene and protein annotations for Oryzias melastigma based on Ensembl version 113.","3.20","Om_v0.7.RACA","ensembl","http://www.ensembl.org","113","Oryzias melastigma","30732",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Omelastigma.v113.sqlite","EnsDb.Omelastigma.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oncorhynchus mykiss","Gene and protein annotations for Oncorhynchus mykiss based on Ensembl version 113.","3.20","USDA_OmykA_1.1","ensembl","http://www.ensembl.org","113","Oncorhynchus mykiss","8022",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Omykiss.v113.sqlite","EnsDb.Omykiss.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oreochromis niloticus","Gene and protein annotations for Oreochromis niloticus based on Ensembl version 113.","3.20","O_niloticus_UMD_NMBU","ensembl","http://www.ensembl.org","113","Oreochromis niloticus","8128",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Oniloticus.v113.sqlite","EnsDb.Oniloticus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ochotona princeps","Gene and protein annotations for Ochotona princeps based on Ensembl version 113.","3.20","OchPri2.0-Ens","ensembl","http://www.ensembl.org","113","Ochotona princeps","9978",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Oprinceps.v113.sqlite","EnsDb.Oprinceps.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oryzias sinensis","Gene and protein annotations for Oryzias sinensis based on Ensembl version 113.","3.20","ASM858656v1","ensembl","http://www.ensembl.org","113","Oryzias sinensis","183150",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Osinensis.v113.sqlite","EnsDb.Osinensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Otus sunia","Gene and protein annotations for Otus sunia based on Ensembl version 113.","3.20","OtuSun1.0","ensembl","http://www.ensembl.org","113","Otus sunia","257818",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Osunia.v113.sqlite","EnsDb.Osunia.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Oncorhynchus tshawytscha","Gene and protein annotations for Oncorhynchus tshawytscha based on Ensembl version 113.","3.20","Otsh_v2.0","ensembl","http://www.ensembl.org","113","Oncorhynchus tshawytscha","74940",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Otshawytscha.v113.sqlite","EnsDb.Otshawytscha.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pongo abelii","Gene and protein annotations for Pongo abelii based on Ensembl version 113.","3.20","Susie_PABv2","ensembl","http://www.ensembl.org","113","Pongo abelii","9601",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pabelii.v113.sqlite","EnsDb.Pabelii.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Papio anubis","Gene and protein annotations for Papio anubis based on Ensembl version 113.","3.20","Panubis1.0","ensembl","http://www.ensembl.org","113","Papio anubis","9555",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Panubis.v113.sqlite","EnsDb.Panubis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Procavia capensis","Gene and protein annotations for Procavia capensis based on Ensembl version 113.","3.20","proCap1","ensembl","http://www.ensembl.org","113","Procavia capensis","9813",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcapensis.v113.sqlite","EnsDb.Pcapensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pelusios castaneus","Gene and protein annotations for Pelusios castaneus based on Ensembl version 113.","3.20","Pelusios_castaneus-1.0","ensembl","http://www.ensembl.org","113","Pelusios castaneus","367368",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcastaneus.v113.sqlite","EnsDb.Pcastaneus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Physeter catodon","Gene and protein annotations for Physeter catodon based on Ensembl version 113.","3.20","ASM283717v2","ensembl","http://www.ensembl.org","113","Physeter catodon","9755",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcatodon.v113.sqlite","EnsDb.Pcatodon.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Phascolarctos cinereus","Gene and protein annotations for Phascolarctos cinereus based on Ensembl version 113.","3.20","phaCin_unsw_v4.1","ensembl","http://www.ensembl.org","113","Phascolarctos cinereus","38626",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcinereus.v113.sqlite","EnsDb.Pcinereus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Phasianus colchicus","Gene and protein annotations for Phasianus colchicus based on Ensembl version 113.","3.20","ASM414374v1","ensembl","http://www.ensembl.org","113","Phasianus colchicus","9054",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcolchicus.v113.sqlite","EnsDb.Pcolchicus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Propithecus coquereli","Gene and protein annotations for Propithecus coquereli based on Ensembl version 113.","3.20","Pcoq_1.0","ensembl","http://www.ensembl.org","113","Propithecus coquereli","379532",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcoquereli.v113.sqlite","EnsDb.Pcoquereli.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pavo cristatus","Gene and protein annotations for Pavo cristatus based on Ensembl version 113.","3.20","AIIM_Pcri_1.0","ensembl","http://www.ensembl.org","113","Pavo cristatus","9049",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pcristatus.v113.sqlite","EnsDb.Pcristatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Poecilia formosa","Gene and protein annotations for Poecilia formosa based on Ensembl version 113.","3.20","PoeFor_5.1.2","ensembl","http://www.ensembl.org","113","Poecilia formosa","48698",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pformosa.v113.sqlite","EnsDb.Pformosa.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Paramormyrops kingsleyae","Gene and protein annotations for Paramormyrops kingsleyae based on Ensembl version 113.","3.20","PKINGS_0.1","ensembl","http://www.ensembl.org","113","Paramormyrops kingsleyae","1676925",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pkingsleyae.v113.sqlite","EnsDb.Pkingsleyae.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Poecilia latipinna","Gene and protein annotations for Poecilia latipinna based on Ensembl version 113.","3.20","P_latipinna-1.0","ensembl","http://www.ensembl.org","113","Poecilia latipinna","48699",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Platipinna.v113.sqlite","EnsDb.Platipinna.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Panthera leo","Gene and protein annotations for Panthera leo based on Ensembl version 113.","3.20","PanLeo1.0","ensembl","http://www.ensembl.org","113","Panthera leo","9689",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pleo.v113.sqlite","EnsDb.Pleo.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Periophthalmus magnuspinnatus","Gene and protein annotations for Periophthalmus magnuspinnatus based on Ensembl version 113.","3.20","PM.fa","ensembl","http://www.ensembl.org","113","Periophthalmus magnuspinnatus","409849",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pmagnuspinnatus.v113.sqlite","EnsDb.Pmagnuspinnatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Parus major","Gene and protein annotations for Parus major based on Ensembl version 113.","3.20","Parus_major1.1","ensembl","http://www.ensembl.org","113","Parus major","9157",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pmajor.v113.sqlite","EnsDb.Pmajor.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Peromyscus maniculatus bairdii","Gene and protein annotations for Peromyscus maniculatus bairdii based on Ensembl version 113.","3.20","HU_Pman_2.1","ensembl","http://www.ensembl.org","113","Peromyscus maniculatus bairdii","230844",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pmaniculatus_bairdii.v113.sqlite","EnsDb.Pmaniculatus_bairdii.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Petromyzon marinus","Gene and protein annotations for Petromyzon marinus based on Ensembl version 113.","3.20","Pmarinus_7.0","ensembl","http://www.ensembl.org","113","Petromyzon marinus","7757",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pmarinus.v113.sqlite","EnsDb.Pmarinus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Poecilia mexicana","Gene and protein annotations for Poecilia mexicana based on Ensembl version 113.","3.20","P_mexicana-1.0","ensembl","http://www.ensembl.org","113","Poecilia mexicana","48701",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pmexicana.v113.sqlite","EnsDb.Pmexicana.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Podarcis muralis","Gene and protein annotations for Podarcis muralis based on Ensembl version 113.","3.20","PodMur_1.0","ensembl","http://www.ensembl.org","113","Podarcis muralis","64176",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pmuralis.v113.sqlite","EnsDb.Pmuralis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pygocentrus nattereri","Gene and protein annotations for Pygocentrus nattereri based on Ensembl version 113.","3.20","fPygNat1.pri","ensembl","http://www.ensembl.org","113","Pygocentrus nattereri","42514",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pnattereri.v113.sqlite","EnsDb.Pnattereri.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pundamilia nyererei","Gene and protein annotations for Pundamilia nyererei based on Ensembl version 113.","3.20","PunNye1.0","ensembl","http://www.ensembl.org","113","Pundamilia nyererei","303518",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pnyererei.v113.sqlite","EnsDb.Pnyererei.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pan paniscus","Gene and protein annotations for Pan paniscus based on Ensembl version 113.","3.20","panpan1.1","ensembl","http://www.ensembl.org","113","Pan paniscus","9597",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ppaniscus.v113.sqlite","EnsDb.Ppaniscus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Panthera pardus","Gene and protein annotations for Panthera pardus based on Ensembl version 113.","3.20","PanPar1.0","ensembl","http://www.ensembl.org","113","Panthera pardus","9691",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ppardus.v113.sqlite","EnsDb.Ppardus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Parambassis ranga","Gene and protein annotations for Parambassis ranga based on Ensembl version 113.","3.20","fParRan2.2","ensembl","http://www.ensembl.org","113","Parambassis ranga","210632",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pranga.v113.sqlite","EnsDb.Pranga.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Poecilia reticulata","Gene and protein annotations for Poecilia reticulata based on Ensembl version 113.","3.20","Guppy_female_1.0_MT","ensembl","http://www.ensembl.org","113","Poecilia reticulata","8081",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Preticulata.v113.sqlite","EnsDb.Preticulata.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Prolemur simus","Gene and protein annotations for Prolemur simus based on Ensembl version 113.","3.20","Prosim_1.0","ensembl","http://www.ensembl.org","113","Prolemur simus","1328070",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Psimus.v113.sqlite","EnsDb.Psimus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pelodiscus sinensis","Gene and protein annotations for Pelodiscus sinensis based on Ensembl version 113.","3.20","PelSin_1.0","ensembl","http://www.ensembl.org","113","Pelodiscus sinensis","13735",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Psinensis.v113.sqlite","EnsDb.Psinensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Phocoena sinus","Gene and protein annotations for Phocoena sinus based on Ensembl version 113.","3.20","mPhoSin1.pri","ensembl","http://www.ensembl.org","113","Phocoena sinus","42100",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Psinus.v113.sqlite","EnsDb.Psinus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Piliocolobus tephrosceles","Gene and protein annotations for Piliocolobus tephrosceles based on Ensembl version 113.","3.20","ASM277652v2","ensembl","http://www.ensembl.org","113","Piliocolobus tephrosceles","591936",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ptephrosceles.v113.sqlite","EnsDb.Ptephrosceles.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
